waveform,label,sample_rate,ID
197_lead_V1.pkl,197_lead_V1.pkl,500,197
197_lead_V2.pkl,197_lead_V2.pkl,500,197
197_lead_V3.pkl,197_lead_V3.pkl,500,197
197_lead_V4.pkl,197_lead_V4.pkl,500,197
197_lead_V5.pkl,197_lead_V5.pkl,500,197
197_lead_V6.pkl,197_lead_V6.pkl,500,197
197_lead_aVF.pkl,197_lead_aVF.pkl,500,197
197_lead_aVL.pkl,197_lead_aVL.pkl,500,197
197_lead_aVR.pkl,197_lead_aVR.pkl,500,197
37_lead_I.pkl,37_lead_I.pkl,500,37
37_lead_II.pkl,37_lead_II.pkl,500,37
37_lead_III.pkl,37_lead_III.pkl,500,37
37_lead_V1.pkl,37_lead_V1.pkl,500,37
37_lead_V2.pkl,37_lead_V2.pkl,500,37
37_lead_V3.pkl,37_lead_V3.pkl,500,37
37_lead_V4.pkl,37_lead_V4.pkl,500,37
37_lead_V5.pkl,37_lead_V5.pkl,500,37
37_lead_V6.pkl,37_lead_V6.pkl,500,37
37_lead_aVF.pkl,37_lead_aVF.pkl,500,37
37_lead_aVL.pkl,37_lead_aVL.pkl,500,37
37_lead_aVR.pkl,37_lead_aVR.pkl,500,37
42_lead_I.pkl,42_lead_I.pkl,500,42
42_lead_II.pkl,42_lead_II.pkl,500,42
42_lead_III.pkl,42_lead_III.pkl,500,42
42_lead_V1.pkl,42_lead_V1.pkl,500,42
42_lead_V2.pkl,42_lead_V2.pkl,500,42
42_lead_V3.pkl,42_lead_V3.pkl,500,42
42_lead_V4.pkl,42_lead_V4.pkl,500,42
42_lead_V5.pkl,42_lead_V5.pkl,500,42
42_lead_V6.pkl,42_lead_V6.pkl,500,42
42_lead_aVF.pkl,42_lead_aVF.pkl,500,42
42_lead_aVL.pkl,42_lead_aVL.pkl,500,42
42_lead_aVR.pkl,42_lead_aVR.pkl,500,42
5_lead_I.pkl,5_lead_I.pkl,500,5
5_lead_II.pkl,5_lead_II.pkl,500,5
5_lead_III.pkl,5_lead_III.pkl,500,5
5_lead_V1.pkl,5_lead_V1.pkl,500,5
5_lead_V2.pkl,5_lead_V2.pkl,500,5
5_lead_V3.pkl,5_lead_V3.pkl,500,5
5_lead_V4.pkl,5_lead_V4.pkl,500,5
5_lead_V5.pkl,5_lead_V5.pkl,500,5
5_lead_V6.pkl,5_lead_V6.pkl,500,5
5_lead_aVF.pkl,5_lead_aVF.pkl,500,5
5_lead_aVL.pkl,5_lead_aVL.pkl,500,5
5_lead_aVR.pkl,5_lead_aVR.pkl,500,5
72_lead_I.pkl,72_lead_I.pkl,500,72
72_lead_II.pkl,72_lead_II.pkl,500,72
72_lead_III.pkl,72_lead_III.pkl,500,72
72_lead_V1.pkl,72_lead_V1.pkl,500,72
72_lead_V2.pkl,72_lead_V2.pkl,500,72
72_lead_V3.pkl,72_lead_V3.pkl,500,72
72_lead_V4.pkl,72_lead_V4.pkl,500,72
72_lead_V5.pkl,72_lead_V5.pkl,500,72
72_lead_V6.pkl,72_lead_V6.pkl,500,72
72_lead_aVF.pkl,72_lead_aVF.pkl,500,72
72_lead_aVL.pkl,72_lead_aVL.pkl,500,72
72_lead_aVR.pkl,72_lead_aVR.pkl,500,72
73_lead_I.pkl,73_lead_I.pkl,500,73
73_lead_II.pkl,73_lead_II.pkl,500,73
73_lead_III.pkl,73_lead_III.pkl,500,73
73_lead_V1.pkl,73_lead_V1.pkl,500,73
73_lead_V2.pkl,73_lead_V2.pkl,500,73
73_lead_V3.pkl,73_lead_V3.pkl,500,73
73_lead_V4.pkl,73_lead_V4.pkl,500,73
73_lead_V5.pkl,73_lead_V5.pkl,500,73
73_lead_V6.pkl,73_lead_V6.pkl,500,73
73_lead_aVF.pkl,73_lead_aVF.pkl,500,73
73_lead_aVL.pkl,73_lead_aVL.pkl,500,73
73_lead_aVR.pkl,73_lead_aVR.pkl,500,73
