waveform,label,sample_rate,ID
5_lead_I.pkl,5_lead_I.pkl,500,5
5_lead_II.pkl,5_lead_II.pkl,500,5
5_lead_III.pkl,5_lead_III.pkl,500,5
5_lead_V1.pkl,5_lead_V1.pkl,500,5
5_lead_V2.pkl,5_lead_V2.pkl,500,5
5_lead_V3.pkl,5_lead_V3.pkl,500,5
5_lead_V4.pkl,5_lead_V4.pkl,500,5
5_lead_V5.pkl,5_lead_V5.pkl,500,5
5_lead_V6.pkl,5_lead_V6.pkl,500,5
5_lead_aVF.pkl,5_lead_aVF.pkl,500,5
5_lead_aVL.pkl,5_lead_aVL.pkl,500,5
5_lead_aVR.pkl,5_lead_aVR.pkl,500,5
50_lead_I.pkl,50_lead_I.pkl,500,50
50_lead_II.pkl,50_lead_II.pkl,500,50
50_lead_III.pkl,50_lead_III.pkl,500,50
50_lead_V1.pkl,50_lead_V1.pkl,500,50
50_lead_V2.pkl,50_lead_V2.pkl,500,50
50_lead_V3.pkl,50_lead_V3.pkl,500,50
50_lead_V4.pkl,50_lead_V4.pkl,500,50
50_lead_V5.pkl,50_lead_V5.pkl,500,50
50_lead_V6.pkl,50_lead_V6.pkl,500,50
50_lead_aVF.pkl,50_lead_aVF.pkl,500,50
50_lead_aVL.pkl,50_lead_aVL.pkl,500,50
50_lead_aVR.pkl,50_lead_aVR.pkl,500,50
68_lead_I.pkl,68_lead_I.pkl,500,68
68_lead_II.pkl,68_lead_II.pkl,500,68
68_lead_III.pkl,68_lead_III.pkl,500,68
68_lead_V1.pkl,68_lead_V1.pkl,500,68
68_lead_V2.pkl,68_lead_V2.pkl,500,68
68_lead_V3.pkl,68_lead_V3.pkl,500,68
68_lead_V4.pkl,68_lead_V4.pkl,500,68
68_lead_V5.pkl,68_lead_V5.pkl,500,68
68_lead_V6.pkl,68_lead_V6.pkl,500,68
68_lead_aVF.pkl,68_lead_aVF.pkl,500,68
68_lead_aVL.pkl,68_lead_aVL.pkl,500,68
68_lead_aVR.pkl,68_lead_aVR.pkl,500,68
72_lead_I.pkl,72_lead_I.pkl,500,72
72_lead_II.pkl,72_lead_II.pkl,500,72
72_lead_III.pkl,72_lead_III.pkl,500,72
72_lead_V1.pkl,72_lead_V1.pkl,500,72
72_lead_V2.pkl,72_lead_V2.pkl,500,72
72_lead_V3.pkl,72_lead_V3.pkl,500,72
72_lead_V4.pkl,72_lead_V4.pkl,500,72
72_lead_V5.pkl,72_lead_V5.pkl,500,72
72_lead_V6.pkl,72_lead_V6.pkl,500,72
72_lead_aVF.pkl,72_lead_aVF.pkl,500,72
72_lead_aVL.pkl,72_lead_aVL.pkl,500,72
72_lead_aVR.pkl,72_lead_aVR.pkl,500,72
73_lead_I.pkl,73_lead_I.pkl,500,73
73_lead_II.pkl,73_lead_II.pkl,500,73
73_lead_III.pkl,73_lead_III.pkl,500,73
73_lead_V1.pkl,73_lead_V1.pkl,500,73
73_lead_V2.pkl,73_lead_V2.pkl,500,73
73_lead_V3.pkl,73_lead_V3.pkl,500,73
73_lead_V4.pkl,73_lead_V4.pkl,500,73
73_lead_V5.pkl,73_lead_V5.pkl,500,73
73_lead_V6.pkl,73_lead_V6.pkl,500,73
73_lead_aVF.pkl,73_lead_aVF.pkl,500,73
73_lead_aVL.pkl,73_lead_aVL.pkl,500,73
73_lead_aVR.pkl,73_lead_aVR.pkl,500,73
