waveform,label,sample_rate,ID
136_lead_I.pkl,136_lead_I.pkl,500,136
136_lead_II.pkl,136_lead_II.pkl,500,136
136_lead_III.pkl,136_lead_III.pkl,500,136
136_lead_V1.pkl,136_lead_V1.pkl,500,136
136_lead_V2.pkl,136_lead_V2.pkl,500,136
136_lead_V3.pkl,136_lead_V3.pkl,500,136
136_lead_V4.pkl,136_lead_V4.pkl,500,136
136_lead_V5.pkl,136_lead_V5.pkl,500,136
136_lead_V6.pkl,136_lead_V6.pkl,500,136
136_lead_aVF.pkl,136_lead_aVF.pkl,500,136
136_lead_aVL.pkl,136_lead_aVL.pkl,500,136
136_lead_aVR.pkl,136_lead_aVR.pkl,500,136
137_lead_I.pkl,137_lead_I.pkl,500,137
137_lead_II.pkl,137_lead_II.pkl,500,137
137_lead_III.pkl,137_lead_III.pkl,500,137
137_lead_V1.pkl,137_lead_V1.pkl,500,137
137_lead_V2.pkl,137_lead_V2.pkl,500,137
137_lead_V3.pkl,137_lead_V3.pkl,500,137
137_lead_V4.pkl,137_lead_V4.pkl,500,137
137_lead_V5.pkl,137_lead_V5.pkl,500,137
137_lead_V6.pkl,137_lead_V6.pkl,500,137
137_lead_aVF.pkl,137_lead_aVF.pkl,500,137
137_lead_aVL.pkl,137_lead_aVL.pkl,500,137
137_lead_aVR.pkl,137_lead_aVR.pkl,500,137
138_lead_I.pkl,138_lead_I.pkl,500,138
138_lead_II.pkl,138_lead_II.pkl,500,138
138_lead_III.pkl,138_lead_III.pkl,500,138
138_lead_V1.pkl,138_lead_V1.pkl,500,138
138_lead_V2.pkl,138_lead_V2.pkl,500,138
138_lead_V3.pkl,138_lead_V3.pkl,500,138
138_lead_V4.pkl,138_lead_V4.pkl,500,138
138_lead_V5.pkl,138_lead_V5.pkl,500,138
138_lead_V6.pkl,138_lead_V6.pkl,500,138
138_lead_aVF.pkl,138_lead_aVF.pkl,500,138
138_lead_aVL.pkl,138_lead_aVL.pkl,500,138
138_lead_aVR.pkl,138_lead_aVR.pkl,500,138
140_lead_I.pkl,140_lead_I.pkl,500,140
140_lead_II.pkl,140_lead_II.pkl,500,140
140_lead_III.pkl,140_lead_III.pkl,500,140
140_lead_V1.pkl,140_lead_V1.pkl,500,140
140_lead_V2.pkl,140_lead_V2.pkl,500,140
140_lead_V3.pkl,140_lead_V3.pkl,500,140
140_lead_V4.pkl,140_lead_V4.pkl,500,140
140_lead_V5.pkl,140_lead_V5.pkl,500,140
140_lead_V6.pkl,140_lead_V6.pkl,500,140
140_lead_aVF.pkl,140_lead_aVF.pkl,500,140
140_lead_aVL.pkl,140_lead_aVL.pkl,500,140
140_lead_aVR.pkl,140_lead_aVR.pkl,500,140
142_lead_I.pkl,142_lead_I.pkl,500,142
142_lead_II.pkl,142_lead_II.pkl,500,142
142_lead_III.pkl,142_lead_III.pkl,500,142
142_lead_V1.pkl,142_lead_V1.pkl,500,142
142_lead_V2.pkl,142_lead_V2.pkl,500,142
142_lead_V3.pkl,142_lead_V3.pkl,500,142
142_lead_V4.pkl,142_lead_V4.pkl,500,142
142_lead_V5.pkl,142_lead_V5.pkl,500,142
142_lead_V6.pkl,142_lead_V6.pkl,500,142
142_lead_aVF.pkl,142_lead_aVF.pkl,500,142
142_lead_aVL.pkl,142_lead_aVL.pkl,500,142
142_lead_aVR.pkl,142_lead_aVR.pkl,500,142
143_lead_I.pkl,143_lead_I.pkl,500,143
143_lead_II.pkl,143_lead_II.pkl,500,143
143_lead_III.pkl,143_lead_III.pkl,500,143
143_lead_V1.pkl,143_lead_V1.pkl,500,143
143_lead_V2.pkl,143_lead_V2.pkl,500,143
143_lead_V3.pkl,143_lead_V3.pkl,500,143
143_lead_V4.pkl,143_lead_V4.pkl,500,143
143_lead_V5.pkl,143_lead_V5.pkl,500,143
143_lead_V6.pkl,143_lead_V6.pkl,500,143
143_lead_aVF.pkl,143_lead_aVF.pkl,500,143
143_lead_aVL.pkl,143_lead_aVL.pkl,500,143
143_lead_aVR.pkl,143_lead_aVR.pkl,500,143
144_lead_I.pkl,144_lead_I.pkl,500,144
144_lead_II.pkl,144_lead_II.pkl,500,144
144_lead_III.pkl,144_lead_III.pkl,500,144
144_lead_V1.pkl,144_lead_V1.pkl,500,144
144_lead_V2.pkl,144_lead_V2.pkl,500,144
144_lead_V3.pkl,144_lead_V3.pkl,500,144
144_lead_V4.pkl,144_lead_V4.pkl,500,144
144_lead_V5.pkl,144_lead_V5.pkl,500,144
144_lead_V6.pkl,144_lead_V6.pkl,500,144
144_lead_aVF.pkl,144_lead_aVF.pkl,500,144
144_lead_aVL.pkl,144_lead_aVL.pkl,500,144
144_lead_aVR.pkl,144_lead_aVR.pkl,500,144
146_lead_I.pkl,146_lead_I.pkl,500,146
146_lead_II.pkl,146_lead_II.pkl,500,146
146_lead_III.pkl,146_lead_III.pkl,500,146
146_lead_V1.pkl,146_lead_V1.pkl,500,146
146_lead_V2.pkl,146_lead_V2.pkl,500,146
146_lead_V3.pkl,146_lead_V3.pkl,500,146
146_lead_V4.pkl,146_lead_V4.pkl,500,146
146_lead_V5.pkl,146_lead_V5.pkl,500,146
146_lead_V6.pkl,146_lead_V6.pkl,500,146
146_lead_aVF.pkl,146_lead_aVF.pkl,500,146
146_lead_aVL.pkl,146_lead_aVL.pkl,500,146
146_lead_aVR.pkl,146_lead_aVR.pkl,500,146
148_lead_I.pkl,148_lead_I.pkl,500,148
148_lead_II.pkl,148_lead_II.pkl,500,148
148_lead_III.pkl,148_lead_III.pkl,500,148
148_lead_V1.pkl,148_lead_V1.pkl,500,148
148_lead_V2.pkl,148_lead_V2.pkl,500,148
148_lead_V3.pkl,148_lead_V3.pkl,500,148
148_lead_V4.pkl,148_lead_V4.pkl,500,148
148_lead_V5.pkl,148_lead_V5.pkl,500,148
148_lead_V6.pkl,148_lead_V6.pkl,500,148
148_lead_aVF.pkl,148_lead_aVF.pkl,500,148
148_lead_aVL.pkl,148_lead_aVL.pkl,500,148
148_lead_aVR.pkl,148_lead_aVR.pkl,500,148
149_lead_I.pkl,149_lead_I.pkl,500,149
149_lead_II.pkl,149_lead_II.pkl,500,149
149_lead_III.pkl,149_lead_III.pkl,500,149
149_lead_V1.pkl,149_lead_V1.pkl,500,149
149_lead_V2.pkl,149_lead_V2.pkl,500,149
149_lead_V3.pkl,149_lead_V3.pkl,500,149
149_lead_V4.pkl,149_lead_V4.pkl,500,149
149_lead_V5.pkl,149_lead_V5.pkl,500,149
149_lead_V6.pkl,149_lead_V6.pkl,500,149
149_lead_aVF.pkl,149_lead_aVF.pkl,500,149
149_lead_aVL.pkl,149_lead_aVL.pkl,500,149
149_lead_aVR.pkl,149_lead_aVR.pkl,500,149
15_lead_I.pkl,15_lead_I.pkl,500,15
15_lead_II.pkl,15_lead_II.pkl,500,15
15_lead_III.pkl,15_lead_III.pkl,500,15
15_lead_V1.pkl,15_lead_V1.pkl,500,15
15_lead_V2.pkl,15_lead_V2.pkl,500,15
15_lead_V3.pkl,15_lead_V3.pkl,500,15
15_lead_V4.pkl,15_lead_V4.pkl,500,15
15_lead_V5.pkl,15_lead_V5.pkl,500,15
15_lead_V6.pkl,15_lead_V6.pkl,500,15
15_lead_aVF.pkl,15_lead_aVF.pkl,500,15
15_lead_aVL.pkl,15_lead_aVL.pkl,500,15
15_lead_aVR.pkl,15_lead_aVR.pkl,500,15
154_lead_I.pkl,154_lead_I.pkl,500,154
154_lead_II.pkl,154_lead_II.pkl,500,154
154_lead_III.pkl,154_lead_III.pkl,500,154
154_lead_V1.pkl,154_lead_V1.pkl,500,154
154_lead_V2.pkl,154_lead_V2.pkl,500,154
154_lead_V3.pkl,154_lead_V3.pkl,500,154
154_lead_V4.pkl,154_lead_V4.pkl,500,154
154_lead_V5.pkl,154_lead_V5.pkl,500,154
154_lead_V6.pkl,154_lead_V6.pkl,500,154
154_lead_aVF.pkl,154_lead_aVF.pkl,500,154
154_lead_aVL.pkl,154_lead_aVL.pkl,500,154
154_lead_aVR.pkl,154_lead_aVR.pkl,500,154
155_lead_I.pkl,155_lead_I.pkl,500,155
155_lead_II.pkl,155_lead_II.pkl,500,155
155_lead_III.pkl,155_lead_III.pkl,500,155
155_lead_V1.pkl,155_lead_V1.pkl,500,155
155_lead_V2.pkl,155_lead_V2.pkl,500,155
155_lead_V3.pkl,155_lead_V3.pkl,500,155
155_lead_V4.pkl,155_lead_V4.pkl,500,155
155_lead_V5.pkl,155_lead_V5.pkl,500,155
155_lead_V6.pkl,155_lead_V6.pkl,500,155
155_lead_aVF.pkl,155_lead_aVF.pkl,500,155
155_lead_aVL.pkl,155_lead_aVL.pkl,500,155
155_lead_aVR.pkl,155_lead_aVR.pkl,500,155
156_lead_I.pkl,156_lead_I.pkl,500,156
156_lead_II.pkl,156_lead_II.pkl,500,156
156_lead_III.pkl,156_lead_III.pkl,500,156
156_lead_V1.pkl,156_lead_V1.pkl,500,156
156_lead_V2.pkl,156_lead_V2.pkl,500,156
156_lead_V3.pkl,156_lead_V3.pkl,500,156
156_lead_V4.pkl,156_lead_V4.pkl,500,156
156_lead_V5.pkl,156_lead_V5.pkl,500,156
156_lead_V6.pkl,156_lead_V6.pkl,500,156
156_lead_aVF.pkl,156_lead_aVF.pkl,500,156
156_lead_aVL.pkl,156_lead_aVL.pkl,500,156
156_lead_aVR.pkl,156_lead_aVR.pkl,500,156
157_lead_I.pkl,157_lead_I.pkl,500,157
157_lead_II.pkl,157_lead_II.pkl,500,157
157_lead_III.pkl,157_lead_III.pkl,500,157
157_lead_V1.pkl,157_lead_V1.pkl,500,157
157_lead_V2.pkl,157_lead_V2.pkl,500,157
157_lead_V3.pkl,157_lead_V3.pkl,500,157
157_lead_V4.pkl,157_lead_V4.pkl,500,157
157_lead_V5.pkl,157_lead_V5.pkl,500,157
157_lead_V6.pkl,157_lead_V6.pkl,500,157
157_lead_aVF.pkl,157_lead_aVF.pkl,500,157
157_lead_aVL.pkl,157_lead_aVL.pkl,500,157
157_lead_aVR.pkl,157_lead_aVR.pkl,500,157
158_lead_I.pkl,158_lead_I.pkl,500,158
158_lead_II.pkl,158_lead_II.pkl,500,158
158_lead_III.pkl,158_lead_III.pkl,500,158
158_lead_V1.pkl,158_lead_V1.pkl,500,158
158_lead_V2.pkl,158_lead_V2.pkl,500,158
158_lead_V3.pkl,158_lead_V3.pkl,500,158
158_lead_V4.pkl,158_lead_V4.pkl,500,158
158_lead_V5.pkl,158_lead_V5.pkl,500,158
158_lead_V6.pkl,158_lead_V6.pkl,500,158
158_lead_aVF.pkl,158_lead_aVF.pkl,500,158
158_lead_aVL.pkl,158_lead_aVL.pkl,500,158
158_lead_aVR.pkl,158_lead_aVR.pkl,500,158
161_lead_I.pkl,161_lead_I.pkl,500,161
161_lead_II.pkl,161_lead_II.pkl,500,161
161_lead_III.pkl,161_lead_III.pkl,500,161
161_lead_V1.pkl,161_lead_V1.pkl,500,161
161_lead_V2.pkl,161_lead_V2.pkl,500,161
161_lead_V3.pkl,161_lead_V3.pkl,500,161
161_lead_V4.pkl,161_lead_V4.pkl,500,161
